gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000284797	AC008397.1	152.042279632199	1.58376824063335	0.187185464365132	8.46095740395733	2.6519126266954e-17	4.78458076108385e-13
ENSG00000116898	MRPS15	2773.66630625109	0.536732973723282	0.0665674575475293	8.06299344300559	7.44485185765124e-16	6.71600086078718e-12
ENSG00000070501	POLB	1383.90281121756	0.450525059155095	0.0606422828441793	7.42922327499975	1.09237221741569e-13	3.94171590932278e-10
ENSG00000151093	OXSM	690.636650079316	0.499464724674647	0.067163369293835	7.43656445360155	1.03337557866748e-13	3.94171590932278e-10
ENSG00000225969	ABHD11-AS1	577.468209603496	1.26776758246563	0.170608290403598	7.43086739493461	1.07887829532343e-13	3.94171590932278e-10
ENSG00000105825	TFPI2	3246.45286260537	1.01926155771762	0.138054789798796	7.38302205380281	1.54736383408346e-13	4.65292304908895e-10
ENSG00000108788	MLX	4348.24929941827	0.425435845260654	0.0585135582042219	7.27072251828906	3.57569769827571e-13	8.0640922340363e-10
ENSG00000152219	ARL14EP	1631.44394809771	0.381174258115481	0.0523256831425977	7.28464943451778	3.22507820255602e-13	8.0640922340363e-10
ENSG00000114439	BBX	4083.80814695212	-0.469085032159314	0.0650578281058686	-7.21027808361465	5.58377269118837e-13	1.1193602988269e-09
ENSG00000089356	FXYD3	23752.0136321519	0.760807978434416	0.106502944952431	7.14353935259002	9.09578656033896e-13	1.36755150934696e-09
ENSG00000131981	LGALS3	68161.042898988	0.669721886983862	0.0934930232699878	7.16333544001298	7.87373667931319e-13	1.36755150934696e-09
ENSG00000261040	WFDC21P	6449.98670275616	1.12849602884814	0.157740677300204	7.15412186737631	8.42102310369391e-13	1.36755150934696e-09
ENSG00000165644	COMTD1	613.291567029466	0.84185395914164	0.11803606467914	7.13217575857063	9.87946053525229e-13	1.37111713059248e-09
ENSG00000198435	NRARP	2371.73902829845	-0.859075096670751	0.121963719208749	-7.04369383160894	1.87209265784734e-12	2.32178045657818e-09
ENSG00000243646	IL10RB	4116.23497123908	0.460894704873495	0.0654733222823038	7.03942749210493	1.93031298352027e-12	2.32178045657818e-09
ENSG00000006016	CRLF1	643.017200953314	1.66317304182174	0.241857489275062	6.87666545620269	6.12697652693963e-12	5.69957095897059e-09
ENSG00000105204	DYRK1B	2654.01756873261	-0.326937893834502	0.0475059449686452	-6.88204169078811	5.90007389367851e-12	5.69957095897059e-09
ENSG00000183864	TOB2	2541.560059107	-0.495954207376483	0.0720863322791009	-6.88000334732343	5.98511542866438e-12	5.69957095897059e-09
ENSG00000187837	H1-2	10942.0893078277	1.81620568206058	0.26421795093905	6.87389208645989	6.24734752145588e-12	5.69957095897059e-09
ENSG00000196754	S100A2	21311.539345348	0.965492152396399	0.140490683816072	6.87228594929757	6.31811435425184e-12	5.69957095897059e-09
ENSG00000166333	ILK	5011.96742543942	0.406663826780389	0.0597339898638565	6.80791334560511	9.90244761551869e-12	8.5076171371042e-09
ENSG00000142252	GEMIN7	549.811685341094	0.686605112379128	0.101499724749223	6.76460073242102	1.33677326713998e-11	1.09627560389725e-08
ENSG00000137500	CCDC90B	2085.41591253366	0.363472685284892	0.0538288858017971	6.75237244596205	1.45446918767711e-11	1.10097206890257e-08
ENSG00000182831	C16orf72	2806.27915773969	-0.39952244775647	0.0591764912040951	-6.75137101959203	1.46454548573670e-11	1.10097206890257e-08
ENSG00000131174	COX7B	3519.82502592689	0.685011265574018	0.10183781779988	6.72649198866501	1.73802212619429e-11	1.25429580803189e-08
ENSG00000122299	ZC3H7A	1764.5736388869	-0.47549878288585	0.0717393053547933	-6.62814869107287	3.39922979795519e-11	2.35880400056568e-08
ENSG00000213719	CLIC1	32326.421864448	0.543507466197475	0.0823180308792811	6.60253240258535	4.04192892570756e-11	2.70090672880058e-08
ENSG00000010278	CD9	38816.8385159072	0.442113309110694	0.0672711773338564	6.57210601379183	4.96085199543663e-11	3.19656041791671e-08
ENSG00000172366	MCRIP2	1409.3545985746	0.748546509227952	0.114338370469924	6.54676558841506	5.87965410711705e-11	3.6579558414002e-08
ENSG00000178096	BOLA1	502.682919625801	0.595344905628446	0.0913863970492602	6.51458997018491	7.28884838423638e-11	4.24210975962557e-08
ENSG00000179958	DCTPP1	2412.68124051676	0.631896765577222	0.0969520235883845	6.51762327581709	7.14301120391476e-11	4.24210975962557e-08
ENSG00000126226	PCID2	1676.9551519351	0.387387304209094	0.0596069084246546	6.49903365981086	8.08375753272241e-11	4.41961070925387e-08
ENSG00000179091	CYC1	5402.64749312466	0.585736714399225	0.09006392204823	6.50356659002212	7.84376761344995e-11	4.41961070925387e-08
ENSG00000007944	MYLIP	1278.43608259324	-0.706519656542672	0.108943976664358	-6.48516492765239	8.86347732264964e-11	4.62464292703139e-08
ENSG00000159388	BTG2	4395.2993833852	-0.646528712718731	0.0997215567254325	-6.48333955013203	8.97142791520333e-11	4.62464292703139e-08
ENSG00000233276	GPX1	26161.7524926649	0.653702423311403	0.101276219136918	6.4546487702868	1.08470174816815e-10	5.43616359456939e-08
ENSG00000217128	FNIP1	1052.89540451464	-0.657039482801881	0.101961463651663	-6.44399814665824	1.16366506068232e-10	5.67428243914337e-08
ENSG00000177465	ACOT4	251.743828614662	0.799735492635295	0.124760798875235	6.41015046268706	1.4537609018309e-10	6.72532158739311e-08
ENSG00000197956	S100A6	58407.9010365097	0.593107046958931	0.0924948715752303	6.4123235900331	1.43318224077569e-10	6.72532158739311e-08
ENSG00000073711	PPP2R3A	827.559690445334	-0.609816381236192	0.0957305155420172	-6.37013576897052	1.88860940722281e-10	8.03222667558982e-08
ENSG00000120963	ZNF706	1862.43694007764	0.348337955863627	0.0546670061195043	6.37199621106278	1.86583497516174e-10	8.03222667558982e-08
ENSG00000125352	RNF113A	756.335460002613	0.404052375121251	0.063485010925283	6.36453186716452	1.95886250818065e-10	8.03222667558982e-08
ENSG00000133065	SLC41A1	1404.72964767668	-0.727567507655964	0.114245758219148	-6.3684421986183	1.90957708631617e-10	8.03222667558982e-08
ENSG00000142396	ERVK3-1	1070.32331339671	0.47019263669022	0.0738739800509348	6.3647936169952	1.95552498922349e-10	8.03222667558982e-08
ENSG00000163754	GYG1	2220.69709506321	0.428241065353702	0.0676301230683265	6.33210536850645	2.41838231682636e-10	9.69610083559583e-08
ENSG00000099622	CIRBP	6411.90533901939	-0.477058938731366	0.075407453371956	-6.32641625461368	2.50920377187207e-10	9.84153357654693e-08
ENSG00000174501	ANKRD36C	1977.4407967631	0.873318243097514	0.138571912400029	6.30227459498735	2.93308920388643e-10	1.12593181737274e-07
ENSG00000132698	RAB25	6975.69222555742	0.344578543348383	0.0547196062131179	6.29716781963569	3.03133044799544e-10	1.13940133214029e-07
ENSG00000112304	ACOT13	2187.77081543755	0.395622309159813	0.0628621233545931	6.29349261602546	3.10401279811718e-10	1.14291018170674e-07
ENSG00000196408	NOXO1	317.748564762008	0.918395303276143	0.14620729049102	6.28146038540087	3.3540727167453e-10	1.21028359911037e-07
ENSG00000117448	AKR1A1	7736.83904466098	0.424003215124684	0.0676560541907242	6.26704025525059	3.67975052671406e-10	1.30176586280343e-07
ENSG00000156469	MTERF3	515.175136689063	0.493993560731433	0.0789201028305258	6.2594135462829	3.86427886453678e-10	1.34075613988409e-07
ENSG00000130545	CRB3	1629.53522513393	0.711593231137878	0.113847497488304	6.25040731537362	4.09383620138255e-10	1.3936036367046e-07
ENSG00000174851	YIF1A	3290.9983024879	0.44888258546996	0.0723683923908599	6.20274363765822	5.54871878080315e-10	1.85388859709723e-07
ENSG00000115307	AUP1	4562.63998099037	0.472227257591759	0.0764697607693966	6.17534634397268	6.60185857259083e-10	2.16564967939425e-07
ENSG00000163866	SMIM12	1782.96134519976	0.512448914791265	0.0830416973426045	6.17098314690098	6.78666567418618e-10	2.18651825167262e-07
ENSG00000167196	FBXO22	1972.67349243085	0.366261099204752	0.059486241774861	6.15707243014189	7.41019642725578e-10	2.3429511459477e-07
ENSG00000197798	FAM118B	1380.79582568445	0.384315975541323	0.0624448099867096	6.15449027105886	7.53193473367514e-10	2.3429511459477e-07
ENSG00000123353	ORMDL2	1844.11640823951	0.523279092073314	0.0850910004227215	6.14964084889975	7.76585958402725e-10	2.37477353584779e-07
ENSG00000085274	MYNN	1475.80078600797	0.478289273708836	0.078261297707365	6.11144061905614	9.87357411253466e-10	2.96898373563917e-07
ENSG00000046651	OFD1	2042.18632711683	-0.279987048400026	0.0458418425567711	-6.10767440364743	1.01093319536961e-09	2.99004208374731e-07
ENSG00000179933	C14orf119	2052.26822024925	0.392786349746089	0.0643949117713284	6.09964885332719	1.0630172779113e-09	3.09338027872187e-07
ENSG00000164938	TP53INP1	3874.6204315748	-0.368933383250613	0.0606425487304406	-6.08373808446841	1.17412351487033e-09	3.36246610401437e-07
ENSG00000042493	CAPG	4440.77758042511	0.530741042248508	0.0873881199264153	6.07337751052907	1.25247543282881e-09	3.47648642447653e-07
ENSG00000132846	ZBED3	215.502771353865	-1.02077369741129	0.16806042631388	-6.07384926838655	1.24879954174176e-09	3.47648642447653e-07
ENSG00000196154	S100A4	4967.37127344009	1.24655655349322	0.206330950109538	6.0415393465277	1.52650770200609e-09	4.17291696357483e-07
ENSG00000125775	SDCBP2	2946.5604933997	0.817549005961204	0.135376714447802	6.03906668363142	1.55008180863208e-09	4.17411581960298e-07
ENSG00000143575	HAX1	5126.10967638531	0.461622606320915	0.0765971980569502	6.02662522952468	1.6741860115025e-09	4.44200941463649e-07
ENSG00000112695	COX7A2	5209.04468690664	0.671634119649203	0.111570076164472	6.01984100700181	1.74588475624042e-09	4.49989325315566e-07
ENSG00000182557	SPNS3	240.538899007627	1.1401826933093	0.189397088099481	6.0200645361053	1.74347543463741e-09	4.49989325315566e-07
ENSG00000215113	CXorf49B	50.4097095769737	2.17724976512427	0.363601537462119	5.98801033769309	2.12423565183556e-09	5.39795206062213e-07
ENSG00000080031	PTPRH	949.022918329644	1.03202244358757	0.172752134607401	5.97400689683494	2.31496008255902e-09	5.67244753670393e-07
ENSG00000180098	TRNAU1AP	2045.520865914	0.555166174537263	0.0929429860831001	5.97319064012953	2.32657752863369e-09	5.67244753670393e-07
ENSG00000189433	GJB4	931.744789767849	0.74756322937708	0.125086408585569	5.97637455444002	2.28158092766201e-09	5.67244753670393e-07
ENSG00000052795	FNIP2	949.597256680483	-0.750311233148469	0.125972125781259	-5.95616870395065	2.58219778479271e-09	6.21173499109734e-07
ENSG00000204228	HSD17B8	1114.68821031677	0.71153308821755	0.119884039841522	5.93517776976941	2.93527280814577e-09	6.96818315849551e-07
ENSG00000166595	CIAO2B	2095.3727423222	0.485060969193603	0.0820532638060798	5.91153778282323	3.38928498200839e-09	7.94149086303837e-07
ENSG00000172086	KRCC1	3752.58685765122	0.591683951486081	0.100175564733844	5.90646983681221	3.49516254680992e-09	8.08457982942879e-07
ENSG00000168259	DNAJC7	5294.70617673622	-0.258053312352962	0.0437104559282658	-5.90369756784187	3.55443500043906e-09	8.1176096554331e-07
ENSG00000232119	MCTS1	2179.73092750124	0.397896565518448	0.0677013803705553	5.87722973062897	4.17189060655807e-09	9.40865629044009e-07
ENSG00000165434	PGM2L1	4803.82539000173	-0.41394103721322	0.0704945895674658	-5.87195470961732	4.3068641956563e-09	9.5931412121026e-07
ENSG00000128268	MGAT3	686.304804410716	0.759086386752236	0.129526051587227	5.86049198173113	4.61497822814677e-09	1.01540777063688e-06
ENSG00000129682	FGF13	156.957102524916	1.22809936949325	0.210219313794938	5.84199114402599	5.15805491973394e-09	1.12122442002216e-06
ENSG00000153292	ADGRF1	23787.7226757859	0.529195715722292	0.0912673578077765	5.79830213598231	6.69896801540565e-09	1.43884263016606e-06
ENSG00000172183	ISG20	1123.11842368733	0.959279877915908	0.165594687071319	5.79293874025537	6.91653411686479e-09	1.46809539454676e-06
ENSG00000143344	RGL1	2306.55487585714	-0.460161291733356	0.07951173386101	-5.78733816241182	7.15105276996398e-09	1.50022434971733e-06
ENSG00000198947	DMD	2392.27259233565	-0.52162501411036	0.0902385661803389	-5.78051088564405	7.44741188385886e-09	1.54443914032852e-06
ENSG00000130707	ASS1	22094.7079598309	0.545309817052989	0.094521688057222	5.7691502157988	7.96722630767346e-09	1.63346246639823e-06
ENSG00000168522	FNTA	4104.12378804617	0.288709484193334	0.0500630087973974	5.76692234703126	8.07322272609333e-09	1.63659645420422e-06
ENSG00000145287	PLAC8	7668.73986527333	0.669794624600422	0.116248395280778	5.76175372556884	8.32444042003054e-09	1.66877282286879e-06
